# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Sep 10 18:23:25 2020
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN sy_mnum:        Number of Moons
# COLUMN cb_flag:        Circumbinary Flag
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_imppar:      Impact Parameter
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN pl_ratdor:      Ratio of Semi-Major Axis to Stellar Radius
# COLUMN pl_ratror:      Ratio of Planet to Stellar Radius
# COLUMN pl_occdep:      Occultation Depth [%]
# COLUMN pl_orbtper:     Epoch of Periastron [days]
# COLUMN pl_orblper:     Argument of Periastron [deg]
# COLUMN pl_rvamp:       Radial Velocity Amplitude [m/s]
# COLUMN pl_projobliq:   Projected Obliquity [deg]
# COLUMN pl_trueobliq:   True Obliquity [deg]
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_age:         Stellar Age [Gyr]
# COLUMN st_dens:        Stellar Density [g/cm**3]
# COLUMN st_vsin:        Stellar Rotational Velocity [km/s]
# COLUMN st_rotp:        Stellar Rotational Period [days]
# COLUMN st_radv:        Systemic Radial Velocity [km/s]
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [decimal]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [decimal]
# COLUMN sy_pm:          Total Proper Motion [mas/yr]
# COLUMN sy_pmra:        Proper Motion (RA) [mas/yr]
# COLUMN sy_pmdec:       Proper Motion (Dec) [mas/yr]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_plx:         Parallax [mas]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_jmag:        J (2MASS) Magnitude
# COLUMN sy_hmag:        H (2MASS) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_umag:        u (Sloan) Magnitude
# COLUMN sy_gmag:        g (Sloan) Magnitude
# COLUMN sy_rmag:        r (Sloan) Magnitude
# COLUMN sy_imag:        i (Sloan) Magnitude
# COLUMN sy_zmag:        z (Sloan) Magnitude
# COLUMN sy_w1mag:       W1 (WISE) Magnitude
# COLUMN sy_w2mag:       W2 (WISE) Magnitude
# COLUMN sy_w3mag:       W3 (WISE) Magnitude
# COLUMN sy_w4mag:       W4 (WISE) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_tmag:        TESS Magnitude
# COLUMN sy_kepmag:      Kepler Magnitude
# COLUMN st_nphot:       Number of Photometry Time Series
# COLUMN st_nspec:       Number of Stellar Spectra Measurements
# COLUMN pl_nespec:      Number of Emission Spectroscopy Measurements
#
pl_name,hostname,pl_letter,sy_snum,sy_pnum,sy_mnum,cb_flag,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_occdep,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,rastr,ra,decstr,dec,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,sy_kepmag,st_nphot,st_nspec,pl_nespec
HD 28185 b,HD 28185,b,1,1,0,0,2001,379.00000000,1.020000,12.800,1.140,1875.19700,5.90000,4.910000,0.050000,,,,,0,,,,,,,2454230.500000,44.0000,163.500,,,G5,5662.00,1.03,1.02,0.230,[Fe/H],-0.007,4.42,7.500,,2.5400,,50.25,04h26m26.41s,66.6100461,-10d33m03.87s,-10.5510754,103.1407298,84.0713000,-59.7497000,39.3809000,25.3642000,8.4850000,7.8000000,6.5780000,6.2890000,6.1850000,,,,,,6.1930000,6.1410000,6.1960000,6.1360000,7.6268200,7.1706000,,1,0,0
HD 28254 b,HD 28254,b,2,1,0,0,2010,1116.00000000,2.150000,13.700,1.220,368.67000,1.16000,0.788000,0.810000,,,,,0,,,,,,,2454049.000000,301.0000,37.300,,,G1 IV/V,5664.00,1.48,1.06,0.060,[Fe/H],0.340,4.12,,,2.5000,,-9.31,04h24m50.60s,66.2108141,-50d37m22.11s,-50.6228081,158.6237757,-67.3942000,-143.5950000,55.2884000,18.0581000,8.4400000,7.6900000,6.3950000,6.1330000,6.0060000,,,,,,5.8990000,5.8860000,5.9410000,5.9190000,7.4997700,7.0333000,,1,0,0
HD 285507 b,HD 285507,b,1,1,0,0,2013,6.08810000,0.060000,13.800,1.230,311.47340,0.98000,0.651000,0.090000,,,,,0,,,,,,,2456263.121000,182.0000,125.800,,,K4.5 V,4503.00,0.69,0.82,0.130,[Fe/H],-0.753,4.67,0.625,,3.2000,,38.15,04h07m01.36s,61.7556630,+15d20m05.80s,15.3349441,126.3763886,124.7890000,-19.9674000,45.0293000,22.1800000,11.6030000,10.4900000,8.3650000,7.8110000,7.6650000,15.8498000,11.2922000,10.0401000,9.6532400,10.4877000,7.6140000,7.6800000,7.6190000,7.5080000,10.0404000,9.3371000,,1,0,0
HD 285968 b,HD 285968,b,1,1,0,0,2008,8.78360000,0.066000,2.830,0.253,8.40000,0.02600,2.040000,0.000000,,450,,,0,,,,,,,2454399.790000,0.0000,4.120,,,M2 V,3543.00,0.49,0.50,-0.100,[Fe/H],-1.658,4.75,,5.92298,0.8000,,26.41,04h42m56.49s,70.7353853,+18d57m12.09s,18.9533580,1295.1464507,656.3780000,-1116.5000000,9.4704500,105.5630000,11.4010000,9.9500000,6.4620000,5.8240000,5.6070000,,,,,,,,,,8.9995500,7.8781100,9.076,1,2,0
HD 28678 b,HD 28678,b,1,1,0,0,2011,380.20000000,1.180000,13.500,1.210,490.09386,1.54200,1.090000,0.149000,,,,,0,,,,,,,2455513.000000,128.0000,32.900,,,,4972.00,6.48,1.53,-0.110,[Fe/H],1.360,3.06,1.800,,2.9700,,,04h31m25.46s,67.8560643,+04d34m30.90s,4.5752495,10.5412442,1.2140400,-10.4711000,189.9080000,5.2379100,9.4130000,8.3800000,6.4470000,5.9420000,5.7750000,,,,,,5.7230000,5.6560000,5.7380000,5.6430000,8.0546900,7.3994900,,1,1,0
HD 29021 b,HD 29021,b,1,1,0,0,2017,1362.30000000,2.280000,13.300,1.180,762.79200,2.40000,1.780000,0.459000,,,,,0,,,,,,,2455823.900000,179.5000,56.400,,,G5,5560.00,0.85,0.85,-0.240,[Fe/H],-0.206,4.44,7.400,,2.7000,,,04h37m52.35s,69.4681379,+60d40m34.67s,60.6762985,66.5400252,62.4333000,23.0143000,30.9939000,32.2355000,8.4550000,7.7600000,6.5180000,6.1680000,6.0820000,,,,,,6.0510000,5.9980000,6.1000000,6.0660000,7.5856500,7.1289000,,1,0,0
HD 290327 b,HD 290327,b,1,1,0,0,2009,2443.00000000,3.430000,13.300,1.180,772.32690,2.43000,1.800000,0.080000,,,,,0,,,,,,,2455326.000000,268.0000,41.300,,,G8 V,5505.00,0.95,0.84,-0.140,[Fe/H],-0.140,4.41,,,1.4400,,29.56,05h23m21.60s,80.8399887,-02d16m40.94s,-2.2780391,102.4530933,32.3121000,-97.2243000,56.4330000,17.6913000,9.6580000,8.9900000,7.6830000,7.4040000,7.2710000,,,,,,7.2260000,7.2830000,7.2720000,7.2460000,8.8036400,8.3385000,,1,0,0
HD 2952 b,HD 2952,b,1,1,0,0,2013,311.60001000,1.230000,13.600,1.210,435.42710,1.37000,0.951000,0.130000,,,,,0,,,,,,,2450112.000000,64.0000,26.300,,,K0 III,4844.00,10.76,1.97,0.000,[Fe/H],1.850,2.67,,,1.9200,,,00h33m10.52s,8.2938367,+54d53m41.34s,54.8948177,80.3310220,70.2934000,-38.8833000,110.1030000,9.0539800,6.9600000,5.9258000,4.2640000,3.7790000,3.6290000,,,,,,3.5150000,3.2980000,3.5020000,3.4550000,5.6453200,5.0432200,,1,0,0
HD 30177 b,HD 30177,b,1,2,0,0,2002,2527.83000000,3.704000,12.600,1.120,2740.33026,8.62200,7.530000,0.162000,,,,,0,,,,,,,2456502.400000,32.4220,125.980,,,,5607.00,1.02,1.05,0.390,[Fe/H],0.083,4.42,2.525,0.81457,2.9600,45.00,,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,67.2822907,66.2053000,-11.9902000,55.5867000,17.9611000,9.1810000,8.4100000,7.1500000,6.8290000,6.7150000,,,,,,6.6600000,6.6930000,6.7150000,6.6870000,8.2151100,7.7421000,,1,0,0
HD 30177 c,HD 30177,c,1,2,0,0,2016,11613.00000000,9.890000,12.600,1.130,2415.50800,7.60000,6.640000,0.220000,,,,,0,,,,,,,2448973.000000,19.0000,70.800,,,,5580.00,,0.99,0.330,[Fe/H],,4.41,11.600,,2.9600,,,04h41m54.50s,70.4770964,-58d01m14.91s,-58.0208085,67.2822907,66.2053000,-11.9902000,55.5867000,17.9611000,9.1810000,8.4100000,7.1500000,6.8290000,6.7150000,,,,,,6.6600000,6.6930000,6.7150000,6.6870000,8.2151100,7.7421000,,1,0,0
HD 30562 b,HD 30562,b,1,1,0,0,2009,1157.00000000,2.340000,13.700,1.220,387.75260,1.22000,0.829000,0.760000,,,,,0,,,,,,,2450131.500000,78.4000,33.700,,,F8 V,5882.00,1.61,1.12,0.200,[Fe/H],0.450,4.07,3.600,,4.9000,,77.24,04h48m36.71s,72.1529519,-05d40m30.41s,-5.6751152,398.7628439,311.4200000,-249.0570000,26.1597000,38.1981000,6.3950000,5.7746600,4.9840000,4.5740000,4.3100000,,,,,,,,,,5.6182800,5.2045000,,1,0,0
HD 30669 b,HD 30669,b,1,1,0,0,2014,1684.00000000,2.690000,14.300,1.270,149.37000,0.47000,0.281000,0.180000,,,,,0,,,,,,,2457181.000000,82.0000,8.600,,,G9 V,5400.00,0.91,0.92,0.130,[Fe/H],-0.197,4.37,4.800,,1.7000,,65.80,04h48m28.76s,72.1198522,-28d25m08.67s,-28.4190757,243.0190592,237.6220000,50.9318000,58.0844000,17.1874000,9.8390000,9.1200000,7.7540000,7.3900000,7.3290000,,,,,,7.2340000,7.3050000,7.2720000,7.1690000,8.9066700,8.4121000,,1,0,0
HD 30856 b,HD 30856,b,2,1,0,0,2011,847.00000000,1.850000,13.500,1.210,491.68301,1.54700,1.100000,0.061000,,,,,0,,,,,,,2455200.000000,171.0000,29.900,,,,4895.00,4.40,1.17,-0.060,[Fe/H],0.996,3.20,3.800,,2.8500,,,04h50m17.88s,72.5745099,-24d22m08.14s,-24.3689282,27.0626681,18.3918000,-19.8527000,131.1990000,7.5932300,8.8020000,7.9100000,6.2550000,5.7980000,5.6570000,,,,,,5.6430000,5.5290000,5.6190000,5.5440000,7.6581300,7.0849800,,1,1,0
HD 31253 b,HD 31253,b,1,1,0,0,2010,466.00000000,1.260000,14.100,1.260,197.05460,0.62000,0.386000,0.300000,,,,,0,,,,,,,2450660.000000,244.0000,12.000,,,,6130.00,1.75,1.70,0.170,[Fe/H],0.517,4.18,3.000,,,,,04h54m43.75s,73.6822877,+12d21m07.24s,12.3520103,99.7963544,90.1765000,-42.7494000,58.1438000,17.1699000,7.7130000,7.1326600,6.0600000,5.8390000,5.7920000,,,,,,5.7960000,5.6810000,5.7860000,5.7340000,6.9847900,6.5991000,,1,2,0
HD 31527 b,HD 31527,b,1,3,0,0,2019,16.55350000,0.125400,3.220,0.288,10.47000,0.03290,1.720000,0.100000,,,,,0,,,,,,,2455499.545300,41.1200,2.720,,,G2 V,5898.00,,0.96,-0.170,[Fe/H],0.079,4.45,,,1.9000,20.30,,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,146.0512221,-65.8992000,130.3390000,38.4473000,25.9807000,8.0720000,7.4900000,6.3730000,6.0480000,6.0490000,,,,,,6.0400000,5.9380000,6.0340000,5.9950000,7.3322200,6.9255000,,1,0,0
HD 31527 c,HD 31527,c,1,3,0,0,2019,51.20530000,0.266300,3.850,0.343,14.16000,0.04450,1.360000,0.040000,,,,,0,,,,,,,2455526.343400,-23.2500,2.510,,,G2 V,5898.00,,0.96,-0.170,[Fe/H],0.079,4.45,,,1.9000,20.30,,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,146.0512221,-65.8992000,130.3390000,38.4473000,25.9807000,8.0720000,7.4900000,6.3730000,6.0480000,6.0490000,,,,,,6.0400000,5.9380000,6.0340000,5.9950000,7.3322200,6.9255000,,1,0,0
HD 31527 d,HD 31527,d,1,3,0,0,2019,271.67370000,0.809800,3.460,0.309,11.82000,0.03720,1.570000,0.240000,,,,,0,,,,,,,2455718.809100,179.0000,1.250,,,G2 V,5898.00,,0.96,-0.170,[Fe/H],0.079,4.45,,,1.9000,20.30,,04h55m38.31s,73.9096193,-23d14m28.74s,-23.2413163,146.0512221,-65.8992000,130.3390000,38.4473000,25.9807000,8.0720000,7.4900000,6.3730000,6.0480000,6.0490000,,,,,,6.0400000,5.9380000,6.0340000,5.9950000,7.3322200,6.9255000,,1,0,0
HD 3167 b,HD 3167,b,1,3,0,0,2016,0.95962400,0.018600,1.700,0.152,5.02000,0.01579,5.600000,0.000000,1625.00,1669,88.400,2457393.415390,0,0.3900,0.029400,1.6500000,4.180000,0.01790,,,,3.580,,,K0 V,5528.00,0.87,0.94,-0.020,[Fe/H],-0.291,4.53,,1.90200,1.7000,,19.50,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,203.8802519,107.4090000,-173.2930000,47.2899000,21.1175000,9.7670000,8.9700000,7.5480000,7.2030000,7.0660000,,,,,,6.9420000,7.0900000,7.0540000,7.0650000,8.7622100,8.2491000,8.945,1,0,0
HD 3167 c,HD 3167,c,1,3,0,0,2016,29.83832000,0.184100,2.860,0.255,9.80000,0.03083,1.970000,0.267000,16.60,531,89.330,2457394.989840,0,0.4600,0.094600,4.8100000,42.190000,0.03000,,,,2.230,-97.00,,K0 V,5528.00,0.87,0.94,-0.020,[Fe/H],-0.291,4.53,,1.90200,1.7000,,19.53,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,203.8802519,107.4090000,-173.2930000,47.2899000,21.1175000,9.7670000,8.9700000,7.5480000,7.2030000,7.0660000,,,,,,6.9420000,7.0900000,7.0540000,7.0650000,8.7622100,8.2491000,8.945,1,0,0
HD 3167 d,HD 3167,d,1,3,0,0,2017,8.50900000,0.077570,2.520,0.225,6.90000,0.02171,2.370000,0.360000,88.90,,,2457806.070000,0,,,,,,,,,2.390,,,K0 V,5261.00,0.86,0.86,0.040,[Fe/H],-0.291,4.47,,1.90200,1.7000,,,00h34m57.64s,8.7401487,+04d22m50.60s,4.3807215,203.8802519,107.4090000,-173.2930000,47.2899000,21.1175000,9.7670000,8.9700000,7.5480000,7.2030000,7.0660000,,,,,,6.9420000,7.0900000,7.0540000,7.0650000,8.7622100,8.2491000,8.945,1,0,0
HD 32518 b,HD 32518,b,1,1,0,0,2009,157.54000000,0.590000,13.100,1.170,966.16000,3.04000,2.360000,0.010000,,,,,0,,,,,,,2452950.290000,306.1100,115.830,,,K1 III,4580.00,10.22,1.13,-0.150,[Fe/H],1.620,2.10,5.830,,1.2000,,,05h09m36.90s,77.4037569,+69d38m20.89s,69.6391355,87.3595495,61.1327000,-62.4058000,122.1150000,8.1600900,7.5300000,6.4300500,4.5310000,3.9920000,3.9110000,,,,,,,,,,6.1193300,5.4954600,,1,0,0
HD 32963 b,HD 32963,b,1,1,0,0,2015,2372.00000000,3.410000,14.000,1.250,222.48100,0.70000,0.446000,0.070000,,,,,0,,,,,,,2450532.000000,107.0000,11.100,,,,5727.00,,0.94,0.110,[Fe/H],,4.41,4.990,,,,,05h07m55.68s,76.9820146,+26d19m39.65s,26.3276805,96.1017670,-69.8361000,-66.0187000,38.0786000,26.2328000,8.2700010,7.6000000,6.4200000,6.0980000,6.0240000,,,,,,6.0220000,5.9880000,6.0620000,6.0210000,7.4275600,6.9920000,,1,2,0
HD 330075 b,HD 330075,b,1,1,0,0,2004,3.38773000,0.040000,14.300,1.270,152.55840,0.48000,0.287000,0.000000,,990,,,0,,,,,,,2452878.815000,0.0000,107.000,,,K1,5000.00,0.84,0.47,0.050,[Fe/H],-0.330,4.26,6.200,,0.7000,,61.28,15h49m37.32s,237.4054997,-49d57m50.11s,-49.9639199,250.4810904,-232.7600000,-92.5395000,45.2989000,22.0467000,10.3560000,9.3600000,7.7250000,7.2530000,7.1710000,,,,,,7.0910000,7.1940000,7.1480000,7.3680000,9.0915900,8.5171000,,1,0,0
HD 33142 b,HD 33142,b,1,2,0,0,2011,326.00000000,1.070000,13.600,1.210,440.19455,1.38500,0.962000,0.066000,,,,,0,,,,,,,2455329.000000,146.0000,30.700,,,,4978.00,4.45,1.41,0.050,[Fe/H],1.021,3.40,3.000,,2.9700,,,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,34.4756886,-7.5108000,33.6476000,121.3750000,8.2102500,8.8630000,7.9600000,6.3450000,5.9030000,5.7920000,,,,,,5.7810000,5.7210000,5.7560000,5.7180000,7.7127400,7.1498200,,1,2,0
HD 33142 c,HD 33142,c,1,2,0,0,2018,834.00000000,,12.800,1.140,1897.44510,5.97000,4.970000,0.050000,,,,,0,,,,,,,2455664.000000,322.0000,11.400,,,,,,1.62,,,,,,,,,,05h07m35.53s,76.8980559,-13d59m10.81s,-13.9863374,34.4756886,-7.5108000,33.6476000,121.3750000,8.2102500,8.8630000,7.9600000,6.3450000,5.9030000,5.7920000,,,,,,5.7810000,5.7210000,5.7560000,5.7180000,7.7127400,7.1498200,,1,2,0
HD 332231 b,HD 332231,b,1,1,0,0,2020,18.71204000,0.143600,9.718,0.867,77.55052,0.24400,0.464000,0.032000,98.09,876,89.680,2458729.679870,0,0.1330,0.486700,6.1560000,24.210000,0.06976,,2458690.200000,47.0000,17.300,,,F8,6089.00,1.28,1.13,0.036,[Fe/H],0.305,4.28,4.300,0.76600,,,,20h26m57.87s,306.7411340,+33d44m39.80s,33.7443882,39.6732222,-36.8687000,-14.6514000,80.6665000,12.3678000,9.1140000,8.5580000,7.5090000,7.3000000,7.2420000,,,,,,7.1140000,7.2290000,7.2200000,7.3260000,8.4183900,8.0417000,,0,0,0
HD 33283 b,HD 33283,b,2,1,0,0,2006,18.19910000,0.150800,12.500,1.120,104.56607,0.32900,0.294000,0.399000,,,,,0,,,,,,,2463017.310000,155.5000,22.400,,,G3/G5 V,5935.00,1.97,1.38,0.350,[Fe/H],0.640,4.12,3.630,,3.2000,,,05h08m01.08s,77.0044889,-26d47m51.61s,-26.7976689,72.6491530,56.1836000,-46.0576000,89.8623000,11.0993000,8.6750000,8.0500000,6.9830000,6.7290000,6.6460000,,,,,,6.6360000,6.6120000,6.6340000,6.6000000,7.8993300,7.4915000,,1,2,0
HD 33564 b,HD 33564,b,1,1,0,0,2005,388.00000000,1.100000,12.500,1.120,2892.10000,9.10000,8.140000,0.340000,,,,,0,,,,,,,2452603.000000,205.0000,232.000,,,F6 V,6250.00,,1.25,-0.120,[Fe/H],,4.00,3.000,,12.0000,,0.11,05h22m33.10s,80.6378979,+79d13m54.66s,79.2318488,180.0737299,-78.3856000,162.1180000,20.9531000,47.6977000,5.5630000,5.1011100,4.4160000,4.2010000,3.9110000,,,,,,3.9650000,3.7050000,3.9560000,3.8890000,4.9715500,4.6542000,,1,0,0
HD 33844 b,HD 33844,b,1,2,0,0,2015,551.40002000,1.600000,13.400,1.190,638.83830,2.01000,1.460000,0.150000,,,,,0,,,,,,,2454609.000000,211.0000,33.500,,,K0 III,4861.00,5.39,1.84,0.270,[Fe/H],1.149,3.24,1.880,,1.0000,,,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,45.1935021,32.8320000,31.0566000,105.7790000,9.4248700,8.3320000,7.2900000,5.5740000,5.1320000,4.9450000,,,,,,4.9370000,4.8290000,4.9350000,4.8700000,7.0115300,6.4180000,,1,1,0
HD 33844 c,HD 33844,c,1,2,0,0,2015,916.00000000,2.240000,13.500,1.200,556.20250,1.75000,1.240000,0.130000,,,,,0,,,,,,,2454544.000000,71.0000,25.400,,,K0 III,4861.00,5.29,1.78,0.270,[Fe/H],1.149,3.24,1.880,,1.0000,,,05h12m36.14s,78.1505649,-14d57m03.52s,-14.9509775,45.1935021,32.8320000,31.0566000,105.7790000,9.4248700,8.3320000,7.2900000,5.5740000,5.1320000,4.9450000,,,,,,4.9370000,4.8290000,4.9350000,4.8700000,7.0115300,6.4180000,,1,1,0
HD 34445 b,HD 34445,b,1,6,0,0,2009,1049.00000000,2.070000,13.900,1.240,260.62060,0.82000,0.533000,0.270000,,,,,0,,,,,,,2453781.000000,104.0000,15.700,,,G0 V,5879.00,1.38,1.14,0.180,[Fe/H],0.303,4.21,8.500,,,22.00,,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,146.9992382,-0.8111790,-146.9970000,46.0907000,21.6675000,7.9690000,7.3100000,6.1220000,5.8480000,5.7900000,,,,,,5.7900000,5.7110000,5.8170000,5.7600000,7.1494700,6.7209000,,1,3,0
HD 34445 c,HD 34445,c,1,6,0,0,2017,214.67000000,0.718100,8.420,0.752,53.50000,0.16800,0.492000,0.036000,,,,,0,,,,,,,,149.0000,5.450,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,,,22.00,,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,146.9992382,-0.8111790,-146.9970000,46.0907000,21.6675000,7.9690000,7.3100000,6.1220000,5.8480000,5.7900000,,,,,,5.7900000,5.7110000,5.8170000,5.7600000,7.1494700,6.7209000,,1,3,0
HD 34445 d,HD 34445,d,1,6,0,0,2017,117.87000000,0.481700,6.070,0.542,30.70000,0.09700,0.754000,0.027000,,,,,0,,,,,,,,246.4000,3.810,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,,,22.00,,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,146.9992382,-0.8111790,-146.9970000,46.0907000,21.6675000,7.9690000,7.3100000,6.1220000,5.8480000,5.7900000,,,,,,5.7900000,5.7110000,5.8170000,5.7600000,7.1494700,6.7209000,,1,3,0
HD 34445 e,HD 34445,e,1,6,0,0,2017,49.17500000,0.268700,4.260,0.380,16.80000,0.05290,1.190000,0.090000,,,,,0,,,,,,,,303.7000,2.750,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,,,22.00,,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,146.9992382,-0.8111790,-146.9970000,46.0907000,21.6675000,7.9690000,7.3100000,6.1220000,5.8480000,5.7900000,,,,,,5.7900000,5.7110000,5.8170000,5.7600000,7.1494700,6.7209000,,1,3,0
HD 34445 f,HD 34445,f,1,6,0,0,2017,676.80000000,1.543000,6.880,0.613,37.90000,0.11900,0.640000,0.031000,,,,,0,,,,,,,,212.0000,2.740,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,,,22.00,,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,146.9992382,-0.8111790,-146.9970000,46.0907000,21.6675000,7.9690000,7.3100000,6.1220000,5.8480000,5.7900000,,,,,,5.7900000,5.7110000,5.8170000,5.7600000,7.1494700,6.7209000,,1,3,0
HD 34445 g,HD 34445,g,1,6,0,0,2017,5700.00000000,6.360000,13.600,1.210,120.60000,0.38000,0.263000,0.032000,,,,,0,,,,,,,,234.9000,4.080,,,G0 V,5836.00,1.38,1.07,0.140,[Fe/H],0.303,4.21,8.500,,,22.00,,05h17m40.98s,79.4207483,+07d21m09.78s,7.3527156,146.9992382,-0.8111790,-146.9970000,46.0907000,21.6675000,7.9690000,7.3100000,6.1220000,5.8480000,5.7900000,,,,,,5.7900000,5.7110000,5.8170000,5.7600000,7.1494700,6.7209000,,1,3,0
HD 35759 b,HD 35759,b,1,1,0,0,2016,82.46700000,0.389000,13.000,1.160,1195.04080,3.76000,2.990000,0.389000,,,,,0,,,,,,,2456469.720000,-104.0000,173.900,,,G0,6060.00,,1.15,0.040,[Fe/H],,4.24,,,3.5000,,-12.57,05h31m33.28s,82.8886636,+64d19m06.15s,64.3183753,97.3168248,-29.1592000,-92.8456000,71.2423000,14.0078000,8.3290010,7.7400000,6.6060000,6.3880000,6.3190000,,,,,,6.3120000,6.2750000,6.3380000,6.2470000,7.5960600,7.1975000,,1,0,0
HD 3651 b,HD 3651,b,1,1,0,0,2003,62.25000000,0.295000,10.100,0.899,72.46524,0.22800,0.386000,0.645000,,,,,0,,,,,,,2453932.200000,243.0000,16.600,,,K0 V,5221.00,0.87,0.80,0.145,[M/H],-0.274,4.45,,1.90532,1.1000,,,00h39m21.29s,9.8387218,+21d14m55.98s,21.2488844,591.8261077,-462.0560000,-369.8140000,11.1336000,89.7891000,6.7440000,5.8843700,4.5490000,4.0640000,3.9990000,,,,,,,,,,5.6525500,5.1244000,,1,5,0
HD 37124 b,HD 37124,b,1,3,0,0,2002,154.37800000,0.533640,14.000,1.250,214.53525,0.67500,0.430000,0.054000,,,,,0,,,,,,,2450305.000000,130.0000,28.500,,,G4 V,,,0.85,-0.440,[Fe/H],,,4.000,,,,,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,427.6360836,-79.6075000,-420.1610000,31.6634000,31.5536000,8.3440000,7.6800000,6.3590000,6.0210000,5.9520000,,,,,,,,,,7.4723800,7.0203000,,1,2,0
HD 37124 c,HD 37124,c,1,3,0,0,2002,885.50000000,1.710000,14.100,1.250,207.22516,0.65200,0.406000,0.125000,,,,,0,,,,,,,2449534.000000,53.0000,15.400,,,G4 V,,,0.85,-0.440,[Fe/H],,,4.000,,,,,05h37m02.40s,84.2599947,+20d43m44.32s,20.7289784,427.6360836,-79.6075000,-420.1610000,31.6634000,31.5536000,8.3440000,7.6800000,6.3590000,6.0210000,5.9520000,,,,,,,,,,7.4723800,7.0203000,,1,2,0
